Date,Artist,Song Name,Song Korean Name,Song Type
8/19/2015,JJCC,Where You At,어디야,Major
8/19/2015,SG Wannabe,Love You,가슴 뛰도록,Major
8/19/2015,SG Wannabe,Good Memory,좋은 기억,Major
8/16/2015,FTISLAND,Puppy,,Japanese
8/16/2015,VIXX LR,Beautiful Liar,뷰티풀 라이어,Major
8/9/2015,B1A4,Sweet Girl,스윗 걸,Major
8/9/2015,ZE:A J,Marry Me,,Chinese
8/8/2015,BtoB,Summer Color My Girl,夏色 MY GIRL,Japanese
8/6/2015,Baechigi,Shut Up,닥쳐줘요,Major
8/4/2015,GD&T.O.P,Zutter,쩔어,Major
8/4/2015,BIGBANG,Let's Not Fall In Love,우리 사랑하지 말아요,Major
8/2/2015,SHINee,Married To The Music,메리드 투 더 뮤직,Major
8/2/2015,The Legend,Shadow,,Major
7/30/2015,Dickpunks,Let's Play In The HanRiver,한강에서 놀아요,Major
7/29/2015,ZPZG,AOAO,,Major
7/26/2015,Beast,YeY,예이,Major
7/19/2015,Beast,Gotta Go To Work,일하러 가야 돼,Minor
7/15/2015,Super Junior,Devil,데빌,Major
7/13/2015,Infinite,Bad,배드,Major
7/12/2015,GOT7,Just Right,딱 좋아,Major
7/7/2015,Take,Rainy Day,주르르,Major
7/3/2015,A.cian,Just Leave,그냥 떠나가,Minor
7/1/2015,Hotshot,I'm A Hotshot,아임 어 핫샷,Major
6/30/2015,BIGBANG,Sober,맨정신,Major
6/30/2015,Myname,Hello Again,,Japanese
6/28/2015,BtoB,It's OK,괜찮아요,Major
6/23/2015,4Men,Blanket Kick,이불킥,Major
6/21/2015,Teen Top,ah-ah,아침부터 아침까지,Major
6/14/2015,2PM,My House,우리집,Major
6/12/2015,December,Reason,,Major
6/10/2015,Tritops,Sorry That I'm Ugly,못생겨서 미안해,Major
6/10/2015,TimeZ,Awaken,,Major
6/8/2015,MBLAQ,Mirror,거울,Major
6/4/2015,BIGBANG,We Like 2 Party,위라이크투파티,Major
6/3/2015,Boys Republic,Hello,헬로우,Major
6/3/2015,High4,Baby Boy,베이비 보이,Major
6/2/2015,EXO,Love Me Right,러브 미 라잇,Major
6/2/2015,HALO,While You're Sleeping,니가 잠든 사이에,Major
6/1/2015,BIGBANG,Bang Bang Bang,뱅뱅뱅,Major
6/1/2015,4Men,You’re My Home,넌 나의 집,Major
5/31/2015,Speed,What U,왓 유,Major
5/30/2015,EXO,Call Me Baby,콜미 베이비,Major
5/29/2015,SEVENTEEN,Adore U,아낀다,Major
5/27/2015,2000won,GOODBAM,굿밤,Major
5/26/2015,JJY Band,OMG,,Major
5/23/2015,BTS,DOPE,쩔어,Major
5/22/2015,Boyfriend,Glider,,Japanese
5/21/2015,Uniq,Luv Again,,Major
5/20/2015,A6P,Face Off,페이스오프,Major
5/20/2015,HISTORY,Might Just Die,죽어버릴지도 몰라,Major
5/19/2015,N.Flying,Awesome,기가 막혀,Major
5/18/2015,SHINee,View,뷰,Major
5/18/2015,GOT7,Love Train,,Japanese
5/14/2015,MONSTA X,Trespass,무단침입,Major
5/12/2015,Myname,Just Tell Me,딱 말해,Major
5/12/2015,Take,Tonight,,Major
5/6/2015,ROMEO,Lovesick,예쁘니까,Major
4/30/2015,BIGBANG,Loser,루저,Major
4/30/2015,BIGBANG,Bae Bae,배배,Major
4/29/2015,BTS,I NEED U,아이 니드 유,Major
4/28/2015,Infinite,24 Hours,24時間,Japanese
4/26/2015,A.cian,Driving,드라이빙,Major
4/23/2015,Uniq,EOEO,,Major
4/23/2015,Mr.Mr,Out,아웃,Major
4/23/2015,Hotshot,Watch Out,워치아웃,Minor
4/17/2015,FTISLAND,Primavera,,Japanese
4/16/2015,NU'EST,NA.NA.NA.Tears,NA.NA.NA.涙,Japanese
4/15/2015,Tritops,Missing You Missing You Missing You,보고싶다 보고싶다 보고싶다,Major
4/14/2015,Jinusean,Tell Me One More Time,한번 더 말해줘,Major
4/13/2015,Infinite H,Crazy feat. Sanchez,니가 미치지 않고서야,Minor
4/13/2015,M&D,I Wish,하고 싶어,Major
4/13/2015,Bastarz,Zero For Conduct,품행제로,Major
4/12/2015,24K,Hey You,오늘 예쁘네,Major
4/12/2015,CROSS GENE,Play With Me,나하고 놀자,Major
4/10/2015,Daybreak,Beautiful People,빛나는 사람,Major
4/8/2015,JJCC,On the Flower Bed,꽃밭에서,Major
4/3/2015,Take,One Spring Day,어느 봄날에,Major
3/31/2015,Super Junior-D&E,CHOK CHOK DANCE (Everybody's CHOK CHOK DANCE),촉이 와,
3/24/2015,Hotshot,Midnight Sun,,Minor
3/23/2015,N-Sonic,Black Out,블랙아웃,Major
3/22/2015,FTISLAND,Pray,,Major
3/19/2015,CNBLUE,White,,Japanese
3/18/2015,Untouchable,Crayon,크레파스,Major
3/17/2015,BtoB,The future (tomorrow),未来（あした）,Japanese
3/11/2015,V.O.S,Someday,어느날 어느곳 어디선가,Major
3/11/2015,Madtown,New World,드루와,Major
3/10/2015,SHINee,Your Number,,Japanese
3/10/2015,A.cian,Magic Girl,마녀시대,Minor
3/8/2015,Boyfriend,Bounce,바운스,Major
3/5/2015,B.I.G,Between Night n Music,밤과 음악 사이,Major
3/5/2015,K-Much,Fish in a Bowl,어항 속 물고기,Major
3/5/2015,Super Junior-D&E,Growing Pains,너는 나만큼,
3/1/2015,Myname,Stop The Time,,Japanese
2/26/2015,NU'EST,I'm Bad,아임베드,Major
2/25/2015,Shinhwa,Sniper,표적,Major
2/24/2015,Untouchable,Mask On,,Major
2/24/2015,U-KISS,Action,,Japanese
2/23/2015,VIXX,Love Equation,이별공식,Major
2/16/2015,K-Much,24-Dec,12월 24일,Major
2/11/2015,Infinite,Dilemma,,Japanese
2/11/2015,Myname,To Very So Much,너무 very 막,Major
2/2/2015,Shinhwa,Memory,,Major
1/28/2015,A.T.O,Crazy,미친,Major
1/25/2015,Infinite H,Pretty,예뻐,Major
1/23/2015,B1A4,Shiroi Kiseki,白いキセキ,Japanese
1/22/2015,U-KISS,Playground,놀이터,Major
1/22/2015,1PUNCH,Nightmare,나이트메어,Minor
1/22/2015,1PUNCH,Turn me back,돌려놔,Major
1/20/2015,The Legend,Trace,흔적,Major
1/16/2015,Big Byung,Ojingeo Doenjang,오징어 된장,Special
1/13/2015,JJCC,Fire,질러,Major
1/8/2015,Noel,Your Voice,목소리,Major
1/8/2015,HALO,Surprise,서프라이즈,Major
1/5/2015,Tritops,Your Fever,너의 체온,Major
1/4/2015,High4,Day By Day,비슷해,Major
1/2/2015,Epik High,Shoebox,신발장,Minor
12/21/2014,BtoB,The Winter's Tale,울면 안 돼,Major
12/15/2014,Nell,Green Nocturne,청춘연가,Major
12/11/2014,V.O.S,The End,반대로만 살자,Major
12/10/2014,Teen Top,Snow Kiss,눈사탕,Minor
12/5/2014,"Dynamic Duo, Lena Park",SsSs,싱숭생숭,Major
12/4/2014,BtoB,You Can Cry,울어도 돼,Minor
12/3/2014,Untouchable,Clockwork,,Major
11/30/2014,Infinite F,Heartthrob,가슴이 뛴다,Major
11/28/2014,U-KISS,Sweetie,,Japanese
11/28/2014,M.C The Max,Look at,바라보기,Major
11/24/2014,BIGFLO,BAD MAMA JAMA,배드마마자마,Major
11/23/2014,Zest,My All,,Major
11/20/2014,GD X TAEYANG,Good Boy,굿보이,Major
11/19/2014,HALO,Come On Now,어서 이리온now,Major
11/19/2014,The Legend,I Wanna Know,,Major
11/17/2014,5URPRISE,From My Heart,프롬 마이 하트,Major
11/16/2014,GOT7,Stop Stop It,하지하지마,Major
11/11/2014,Boys Republic,The Real One,진짜가 나타났다,Major
11/9/2014,Teen Top,I'm Sorry,우린 문제 없어,Major
11/9/2014,CROSS GENE,"I'm Not a Boy, Not Yet a Man",어려도 남자야,Major
11/2/2014,Boyfriend,White Out,화이트 아웃,Minor
10/30/2014,The Legend,Lost,로스트,Major
10/29/2014,2AM,Over The Destiny,나타나 주라,Major
10/28/2014,A.cian,Ouch,아우치,Major
10/28/2014,Hotshot,Take A Shot,테이크 어 샷,Major
10/27/2014,Super Junior,Evanesce,백일몽,Minor
10/26/2014,2AM,Days Like Today,오늘따라,Major
10/23/2014,Topp Dogg,Annie,애니,Major
10/23/2014,Uniq,Born To Fight,,OST
10/23/2014,Beast,How are you?,キミはどう？,Japanese
10/23/2014,S,Without You,하고 싶은 거다,Major
10/22/2014,Super Junior,This Is Love,디스이즈러브,Major
10/22/2014,g.o.d,Wind,바람,Major
10/21/2014,BTS,War of Hormone,호르몬 전쟁,Major
10/21/2014,Epik High,Spoiler + Happy Ending,스포일러 + 헤픈엔딩,Major
10/20/2014,B.I.G,Are You Ready?,준비됐나요,Major
10/20/2014,Epik High,Born Hater,,Major
10/19/2014,Beast,12:30,12시 30분,Major
10/19/2014,Uniq,Falling In Love,,Major
10/15/2014,AlphaBAT,#A-Ya,#아야,Minor
10/13/2014,VIXX,Error,에러,Major
10/12/2014,Boyfriend,Witch,위치,Major
10/10/2014,NU'EST,Shalala Ring,,Japanese
10/5/2014,Madtown,YOLO,욜로,Major
9/30/2014,FTISLAND,To The Light,,Japanese
9/30/2014,GOT7,Around The World,,Japanese
9/29/2014,Noel,The Day,그날이야,Major
9/28/2014,BtoB,You're So Fly,넌 감동이야,Major
9/26/2014,BEATWIN,Illusion,일루션,Major
9/25/2014,ZPZG,Go Crazy,미치겠다,Major
9/14/2014,Teen Top,Missing,쉽지않아,Major
9/9/2014,2PM,Go Crazy!,미친거 아니야?,Major
8/30/2014,WINNER,I'm Him (Mino Solo),걔 세,Major
8/29/2014,Baechigi,Boy Jump,소년점프,Major
8/28/2014,Super Junior,Mamacita,마마시타 (아야야),Major
8/28/2014,100%,Summer Hero,썸머 히어로,Major
8/27/2014,CNBLUE,Radio,,Japanese
8/26/2014,High4,Headache,뱅뱅뱅,Major
8/25/2014,Touch,Me,난,Major
8/21/2014,AlphaBAT,Oh My Gosh!,답정너,Minor
8/20/2014,JJCC,Bing Bing Bing,빙빙빙,Major
8/19/2014,BTS,Danger,댄저,Major
8/19/2014,Big Byung,Stress Come On,스트레스 컴온!,Special
8/11/2014,B.A.P,Excuse Me,익스큐즈미,Japanese
8/11/2014,WINNER,empty,공허해,Major
8/11/2014,WINNER,Color Ring,컬러링,Major
7/30/2014,CNBLUE,Go Your Way,,Japanese
7/28/2014,JYJ,Back Seat,,Major
7/28/2014,LC9,East of Eden,에덴의 동쪽,Minor
7/28/2014,NU'EST,Storybook,,Minor
7/28/2014,"High4, Lim Kim",A Little Close,해요 말고 해,Major
7/27/2014,Zest,Last Night Story,어젯밤 이야기,Major
7/26/2014,CROSS GENE,Shooting Star,슈팅스타,Minor
7/23/2014,Blast,Git It Girl,기릿걸,
7/23/2014,Block B,HER,헐,Major
7/22/2014,Daybreak,Hot Fresh,,Major
7/21/2014,Boys Republic,Dress Up,예쁘게 입고 나와,Major
7/21/2014,Boyfriend,Here!,,Japanese
7/20/2014,Infinite,Back,백,Major
7/16/2014,"Dynamic Duo, DJ Premier",AEAO,,Major
7/13/2014,B1A4,Solo Day,솔로데이,Major
7/10/2014,g.o.d,The Story of Our Lives,우리가 사는 이야기,Major
7/10/2014,CROSS GENE,BILLION DOLLA,빌리언달러,Japanese
7/8/2014,B.I.G,Hello,안녕하세요,Major
7/8/2014,g.o.d,Saturday Night,,Major
7/8/2014,The Legend,Left Out,미.남,Major
7/8/2014,NU'EST,Good Bye Bye,굿 바이 바이,Major
7/8/2014,CROSS GENE,Amazing - Bad Lady -,어메이징 배드 레이디,Major
7/7/2014,100%,U Beauty,니가 예쁘다,Major
7/7/2014,C-Clown,Let's Love,나랑만나,Major
7/4/2014,LU:KUS,So Into U,기가막혀,Major
7/2/2014,A-JAX,Vampire Flower,뱀파이어의 꽃,OST
6/30/2014,g.o.d,Sky Blue Promise,하늘색 약속,Major
6/25/2014,HALO,Fever,체온이 뜨거워,Major
6/24/2014,Untouchable,Take Out,,Major
6/22/2014,HISTORY,Psycho,싸이코,Major
6/22/2014,GOT7,A,에이,Major
6/22/2014,BIGFLO,Delilah,딜라일라,Major
6/17/2014,Dynamic Duo,Summer Time,자리비움,Major
6/15/2014,Beast,Good Luck,굿 럭,Major
6/10/2014,Boyfriend,Alarm,알람,Minor
6/9/2014,Beast,No More,이젠 아니야,Minor
6/8/2014,Topp Dogg,Topdog,,Major
6/8/2014,N-Sonic,Pop Beyond,빠삐용,Major
6/5/2014,Fly To The Sky,Years Apart,십년이 지나도,Minor
6/5/2014,ZE:A,Breathe,숨소리,Major
6/4/2014,Boyfriend,Obsession,너란 여자,Major
6/2/2014,B.A.P,Where Are You?,어디니? 뭐하니?,Minor
6/1/2014,U-KISS,Quit Playing,끼부리지마,Major
5/29/2014,SHINee,Lucky Star,,Japanese
5/29/2014,Dynamic Duo,Life Is Good,거품 안 넘치게 따라줘,Minor
5/28/2014,N-Sonic,Crazy,미치겠네,Major
5/26/2014,VIXX,ETERNITY,기적,Major
5/26/2014,Boyfriend,Startup!,スタートアップ！,Japanese
5/20/2014,Infinite,Last Romeo,라스트 로미오,Major
5/20/2014,Beast,Adrenaline,아드레날린,Japanese
5/20/2014,Fly To The Sky,You You You,너를 너를 너를,Major
5/15/2014,Mr.Mr,Big Man,빅 맨,Major
5/14/2014,BTL,Too-G,투지,Major
5/12/2014,4Men,Erase,지우고 싶다,Major
5/12/2014,4Men,Ok,,Major
5/8/2014,FTISLAND,Be Free,,Japanese
5/6/2014,EXO,Overdose,중독,Major
5/6/2014,Mr.Mr,It's You,,Major
4/27/2014,100%,Phone,전화,Minor
4/15/2014,CNBLUE,Still,,Japanese
4/14/2014,Nell,The great escape,소멸탈출,Minor
4/14/2014,Block B,Jackpot,잭팟,Major
4/11/2014,2000won,I Hate Seoul,서울이 싫어졌어,Major
4/7/2014,"High4, IU","Not Spring, Love, or Cherry Blossoms","봄,사랑,벚꽃 말고",Major
4/6/2014,Toheart,Tell Me Why,,Major
4/6/2014,BTS,Just One Day,하루만,Major
4/4/2014,CNBLUE,Truth,,Japanese
4/2/2014,Speed,Look At Me Now,룩 앳 미 나우,Major
4/1/2014,Billionaire,That Night,그날밤에,Major
3/30/2014,M.I.B,Chisa'Bounce,치사BOUNCE,Major
3/30/2014,Super Junior-M,Swing,,Major
3/27/2014,A-PRINCE,Kiss Scene,키스할래요,Major
3/24/2014,Baechigi,Dduraeyo,뜨래요,Major
3/24/2014,Boyfriend,My Avatar,,Japanese
3/23/2014,JJCC,At First,첨엔 다 그래,Major
3/23/2014,MBLAQ,Be A Man,남자답게,Major
3/17/2014,Speed,Zombie Party,좀비파티,Major
3/16/2014,100%,Beat,심장이 뛴다,Major
3/16/2014,FTISLAND,Uncharted Future,未体験Future,Japanese
3/10/2014,Toheart,Delicious,,Major
2/27/2014,Nell,Four times around the sun,지구가 태양을 네번,Major
2/26/2014,TVXQ!,Spellbound,수리수리,Major
2/24/2014,AlphaBAT,Tantara,딴따라,Major
2/23/2014,CNBLUE,Can't Stop,캔트스톱,Major
2/19/2014,AlphaBAT,Always,올웨이즈,Minor
2/19/2014,Boys Republic,Video Game,비디오게임,Major
2/17/2014,Speed,Why I'm Not?,왜 난꼭,Major
2/17/2014,Speed,Don't Tease Me!,놀리러 간다,Major
2/16/2014,BtoB,Beep Beep,뛰뛰빵빵,Major
2/14/2014,Brown Eyed Soul,Pass Me By,,Major
2/12/2014,Topp Dogg,Arario,아라리오,Major
2/12/2014,C-Clown,Justice,암행어사,Major
2/11/2014,BTS,Boy In Luv,상남자,Major
2/5/2014,Touch,Kimi Ni ～Maybe I Fall In Love～,キミに ～Maybe I Fall In Love～,Japanese
2/2/2014,B.A.P,1004(Angel),1004(천사),Major
1/30/2014,U-KISS,Break Up,,Japanese
1/25/2014,A-PRINCE,Love Snow,사랑눈,Minor
1/19/2014,Myname,F.F.Y.,,Japanese
1/15/2014,Topp Dogg,Open The Door,들어와,Major
1/15/2014,FTISLAND,Beautiful,,Japanese
1/15/2014,AshGray,The Little Prince,어린왕자,Major
1/14/2014,A-PRINCE,Yes or No,예스 오어 노,Minor
1/14/2014,GOT7,Girls Girls Girls,걸스걸스걸스,Major
1/12/2014,B1A4,Lonely,없구나,Major
1/6/2014,K-Much,Good To Go,뭣모르고,Major
1/5/2014,BEATWIN,She's My Girl,갖고싶니,Major
1/3/2014,Brown Eyed Soul,You Are So Beautiful,,Minor
1/2/2014,M.C The Max,Wind that blows,그대가 분다,Minor
1/2/2014,VIXX,Thank you for my love,태어나줘서 고마워,Minor
1/1/2014,TVXQ!,Something,,Major
12/27/2013,Nemesis,Go Away,사랑은 없다,Major
12/20/2013,SHINee,Colorful,컬러풀,Minor
12/19/2013,Brown Eyed Soul,You,너를,Major
12/17/2013,AlphaBAT,Surprise Party,깜짝파티,Minor
12/16/2013,Super Junior-D&E,Still You,아직도 난,
12/12/2013,J-Walk,Effort,애써,Major
12/11/2013,Topp Dogg,Cigarette,,Major
12/11/2013,Super Junior,Blue World,파란색 세계,Major
12/11/2013,BIGSTAR,Standing Alone,홀로서기,Major
12/10/2013,5tion,Love Love Love,러브러브러브,Major
12/6/2013,Untouchable,Trip,,Minor
12/4/2013,EXO,Miracles In December,12월의 기적,Minor
12/1/2013,M.I.B,Let's Talk About You,너부터 잘 해,Major
11/27/2013,Noel,Being Forgotten,잊혀진다는 거,Major
11/27/2013,Tasty,Day n Night,떠나가,Major
11/26/2013,Dickpunks,Hello Girlfriend,안녕 여자친구,Major
11/26/2013,2AM,Regret,후회할거야,Major
11/25/2013,HISTORY,What Am I To You?,난 너한테 뭐야?,Major
11/22/2013,Dynamic Duo,Three Dopeboyz,쌔끈해,Minor
11/22/2013,Dynamic Duo,Hot Wings,날개뼈,Minor
11/20/2013,SHINee,321,,Japanese
11/19/2013,100% V,Missing You,퇴근길,Major
11/19/2013,VIXX,VOODOO DOLL,저주인형,Major
11/17/2013,A-JAX,Stay with me,같이 있을까,Minor
11/17/2013,FTISLAND,Madly,미치도록,Major
11/14/2013,AlphaBAT,AB CITY,에이비씨티,Major
11/11/2013,Untouchable,Vain,배인,Major
11/7/2013,B1A4,With You,그대와 함께,OST
11/7/2013,VIXX,Only U,대답은 너니까,Minor
11/7/2013,Mr.Mr,Do you feel me,두유필미,Major
11/4/2013,Myname,Shirayuki,,Japanese
11/1/2013,ZE:A,Step by Step,스텝바이스텝,Minor
10/30/2013,U-KISS,She's Mine,내 여자야,Major
10/27/2013,A-JAX,Snake,능구렁이,Major
10/24/2013,N-Sonic,Run & Run,런앤런,Major
10/24/2013,Teen Top,Lovefool,못났다,Major
10/24/2013,5tion,Message Arrived,메시지가 도착했습니다,Major
10/23/2013,Topp Dogg,Follow Me,말로해,Major
10/20/2013,A-PRINCE,Romantic Gangwon,로맨틱 강원도,Minor
10/10/2013,SHINee,Everybody,에브리바디,Major
10/10/2013,VIXX,"Girls, why?",여자는 왜,Minor
10/10/2013,Myname,Day by Day,데이 바이 데이,Major
10/10/2013,Teen Top,Date,데이트,Minor
10/1/2013,Block B,Very Good,베리굿,Major
9/26/2013,Demion,Ask Her Out,고백해,Major
9/26/2013,Infinite,Request,리퀘스트,Minor
9/23/2013,Block B,Be The Light,빛이 되어줘,Major
9/22/2013,FTISLAND,Memory,,Major
9/4/2013,BtoB,Thriller,스릴러,Major
9/2/2013,Touch,Start To Fly,,Japanese
9/2/2013,NU'EST,Fine Girl,파인 걸,Minor
8/28/2013,BtoB,When I Was Your Man,내가 니 남자였을때,Minor
8/25/2013,Teen Top,Rocking,장난아냐,Major
8/21/2013,NU'EST,Sleep Talking,잠꼬대,Major
8/20/2013,SHINee,Breaking News,,Japanese
8/20/2013,SHINee,Boy Meets U,,Japanese
8/19/2013,A-JAX,INSANE,미쳐가,Major
8/19/2013,HISTORY,Tell Me Love,열대야,Major
8/13/2013,CNBLUE,One More Time,,Japanese
8/12/2013,Super Junior,SPY,스파이,Major
8/11/2013,MBLAQ,No Love,,Minor
8/8/2013,ZE:A,The Ghost Of Wind,바람의유령,Major
8/7/2013,BIGSTAR,Run & Run,일단달려,Major
8/7/2013,Tasty,Mamama,,Major
8/5/2013,B.A.P,Badman,배드맨,Major
7/31/2013,Dickpunks,Sunglass,썬글라스,Major
7/31/2013,EXO,Growl,으르렁,Major
7/31/2013,24K,U R So Cute,귀여워죽겠어,Major
7/31/2013,M.I.B,Dash,들이대,Major
7/23/2013,December,Fire,파이어,Major
7/18/2013,Beast,Shadow,그림자,Major
7/17/2013,CNBLUE,Lady,,Japanese
7/16/2013,BTS,We Are Bulletproof Pt2,위 아 불렛프루프 Pt.2,Major
7/16/2013,B.A.P,Hurricane,허리케인,Minor
7/15/2013,Infinite,Destiny,데스티니,Major
7/12/2013,Untouchable,Call Me,연락 좀 자주해,Minor
7/10/2013,BTS,N.O,엔.오,Major
7/9/2013,Teen Top,Clap Encore,박수 앙코르,Minor
7/4/2013,Mr.Mr,Waiting for you,웨이팅 포 유,Major
7/4/2013,Myname,Baby I'm Sorry,베이비 아임 소리,Major
7/3/2013,U-KISS,Inside of me,,Japanese
7/3/2013,FTISLAND,Shiawa Theory,シアワセオリー,Japanese
7/2/2013,Super Junior,"Sexy, Free & Single",섹시 프리 앤 싱글,Major
7/1/2013,Dynamic Duo,Baaam,,Major
6/30/2013,VIXX,G.R.8.U,대.다.나.다.너,Major
6/29/2013,100%,Only U,온리유,Minor
6/27/2013,B.A.P,COFFEE SHOP,커피숍,Minor
6/24/2013,A-PRINCE,Mambo,맘보,Major
6/19/2013,A-PRINCE,My Lady,마이 레이디,Minor
6/18/2013,Beast,I'm Sorry,아이엠쏘리,Minor
6/11/2013,BTS,No More Dream,노 모어 드림,Major
6/10/2013,Nell,Ocean of Light,,Major
6/4/2013,Boys Republic,Party Rock,전화해 집에,Major
6/4/2013,Broken Valentine,Aluminium,,Major
6/3/2013,MBLAQ,Smoky Girl,스모키걸,Major
5/30/2013,EXO,Wolf,늑대와 미녀,Major
5/29/2013,FTISLAND,Freedom,,Japanese
5/29/2013,FTISLAND,Orange sky,オレンジ色の空,Japanese
5/27/2013,Boyfriend,On & On,온앤온,Major
5/23/2013,Super Junior-D&E,I Wanna Dance,,Japanese
5/22/2013,100%,Want U Back,원트 유 백,Major
5/19/2013,VIXX,hyde,하이드,Major
5/15/2013,Shinhwa,This Love,,Major
5/13/2013,Wonder Boyz,Tarzan,타잔,Major
5/11/2013,2PM,A.D.T.O.Y.,하.니.뿐,Major
5/9/2013,N-Sonic,Lie,라이,Major
5/8/2013,LC9,MaMa Beat,마마 비트,Major
5/7/2013,B1A4,What's Happening?,이게 무슨 일이야,Major
5/7/2013,4Men,Propose Song,청혼하는 거예요,Major
5/5/2013,2PM,Comeback When You Hear This Song,이 노래를 듣고 돌아와,Major
5/3/2013,December,Going Home,,Major
4/28/2013,UBeat,Should Have Treated You Better,있을 때 잘해 줄 걸,Major
4/25/2013,SHINee,Why So Serious?,와이 쏘 시리어스?,Major
4/25/2013,HISTORY,Dreamer (narr. IU),드리머,Major
4/24/2013,Teen Top,Walk By,길을 걷다가,Minor
4/24/2013,Dickpunks,Viva Youth,VIVA청춘,Major
4/17/2013,C-Clown,Shaking Heart,흔들리고 있어,Major
4/16/2013,4Men,Thank You,,Major
4/10/2013,BtoB,2nd Confession,두 번째 고백,Major
4/10/2013,Boyfriend,Melody of Eye,瞳のメロディ,Japanese
4/9/2013,CNBLUE,Blind Love,,Japanese
4/9/2013,M.I.B,Nod Along!,끄덕여줘!,Major
3/24/2013,ZE:A-Five,The Day We Broke Up,헤어지던 날,Major
3/20/2013,Infinite,Man In Love,남자가 사랑할 때,Major
3/14/2013,One Punch,Vacant Evening,멍한 오후,Minor
3/11/2013,SHINee,Fire,,Japanese
3/8/2013,Baechigi,Under The Sun,태양아래서,Minor
3/7/2013,U-KISS,Standing Still,,Major
3/4/2013,Excite,Try Again,그만 좀 싸우자,Major
3/4/2013,2AM,One Spring Day,어느 봄날,Major
3/4/2013,Myname,We Are The Night,,Japanese
2/25/2013,Teen Top,Miss Right,긴 생머리 그녀,Major
2/20/2013,Tritops,Too Foolish For You,참 못 났다 내가,Major
2/19/2013,SHINee,Dream Girl,드림걸,Major
2/19/2013,Speed,Pain The Love Of Heart,통증,Major
2/15/2013,Teen Top,I Wanna Love,사랑하고 싶어,Minor
2/12/2013,NU'EST,Hello,여보세요,Major
2/11/2013,B.A.P,ONE SHOT,원샷,Major
2/7/2013,ZE:A,The Classic,,Japanese
2/1/2013,December,Memories,기억을 걷다보면,Major
1/28/2013,Infinite H,Without You feat. Zion.T,니가 없을 때,Major
1/28/2013,DMTN,Safety Zone,세이프티 존,Major
1/27/2013,4Men,Hello It's Me,안녕 나야,Major
1/25/2013,LeeSsang,Tears,눈물,Major
1/24/2013,Egobomb,Throw It Away,갖다 버려,Major
1/24/2013,Myname,Just That Little Thing,그까짓거,Major
1/23/2013,Mr.Mr,Highway,하이웨이,Major
1/21/2013,Speed,Never Say Goodbye,지독히도 가슴아픈 사랑,Major
1/17/2013,VIXX,On and On,다칠 준비가 돼 있어,Major
1/14/2013,B.A.P,Rain Sound,빗소리,Minor
1/14/2013,Speed,It's Over,이츠 오버,Major
1/14/2013,Baechigi,Shower Of Tears,눈물샤워,Major
1/13/2013,CNBLUE,I'm Sorry,아임 쏘리,Major
1/10/2013,Infinite H,Special Girl feat. Bumkey,스페셜 걸,Major
1/9/2013,Boyfriend,I Yah,아이야,Major
1/8/2013,Nell,Words you shouldn't believe,믿어선 안될 말,Major
1/6/2013,Speed,That's My Fault,슬픈약속,Major
1/6/2013,Super Junior-M,Break Down,,Chinese
1/5/2013,A-PRINCE,Hello,헬로,Major
12/26/2012,CNBLUE,Robot,,Japanese
12/25/2012,SHINee,Dazzling Girl,다즐링걸,Japanese
12/24/2012,Super Junior-K.R.Y,Promise You,,Japanese
12/20/2012,December,Don't Go,,Major
12/11/2012,Noel,Love 911,반창꼬,Major
12/7/2012,100%,Guy Like Me,나 같은 놈,Minor
12/6/2012,ZE:A,Beautiful Lady,아리따운 걸,Major
12/4/2012,FTISLAND,Polar Star,,Japanese
12/3/2012,Nell,White night,백야,Major
12/3/2012,Boyfriend,My Lady,MY LADY ～冬の恋人～,Japanese
12/3/2012,Boyfriend,Kimi to Dance Dance Dance,キミとDance Dance Dance,Japanese
11/27/2012,BIGSTAR,I Got The Feeling,느낌이와,Major
11/26/2012,TVXQ!,Humanoids,,Major
11/26/2012,SHINee,"Stay with me, 1000 years...",1000年、ずっとそばにいて・・・,Japanese
11/22/2012,C-Clown,Far away...Young love,멀어질까봐,Major
11/20/2012,U-KISS,Distance,,Japanese
11/14/2012,A-JAX,2MYX,투마이엑스,Major
11/12/2012,B1A4,Tried to Walk,걸어 본다,Major
11/7/2012,Boyfriend,Janus,야누스,Major
11/6/2012,Noel,Things that I couldn't say,하지 못한 말,Major
11/4/2012,24K,Secret Love,시크릿 러브,Minor
10/31/2012,Brown Eyed Soul,Always Be There,,Major
10/28/2012,5tion,Only 4 U,,Major
10/24/2012,100%,Still Again,,Minor
10/24/2012,TimeZ,Hurray for Idols,아이돌 만만세,Major
10/23/2012,BtoB,Lover Boy,사랑밖에 난 몰라,Minor
10/23/2012,Myname,What's Up,,Japanese
10/22/2012,B.A.P,STOP IT,하지마,Major
10/19/2012,Epik High,Up,,Major
10/19/2012,Epik High,Don't Hate Me,,Major
10/16/2012,Block B,Nillili Mambo,닐리리 맘보,Major
10/15/2012,Wonder Boyz,Open The Door,문을 여시오,Major
10/15/2012,NU'EST,Sandy,,Minor
10/10/2012,Boys Republic,You Are Special,넌 내게 특별해,Major
10/3/2012,BIGSTAR,Thinking Of You,생각나,Major
9/27/2012,A.cian,Stuck,,Major
9/26/2012,U-KISS,Stop Girl,,Major
9/24/2012,TVXQ!,Catch Me,,Major
