Date,Artist,Song Name,Song Korean Name,Song Type
10/16/2018,APRIL,Oh! My Mistake,예쁜 게 죄,Major
10/16/2018,Blue Fox,Wake Me Up,,Major
10/11/2018,Weki Meki,Crush,,Major
10/10/2018,fromis_9,Love Bomb,,Major
10/8/2018,Rose Finger,Hibidipop,,Major
10/4/2018,Sugar Tint,Heart Ppyong,하트뿅,Major
9/29/2018,Destiny,Like a Bomb,,Major
9/20/2018,Dreamcatcher,What,,Major
9/20/2018,S.I.S,Say Yes,응,Major
9/19/2018,WJSN,"Save Me, Save You",부탁해,Major
9/18/2018,UNI.T,I mean,난말야,Major
9/18/2018,Purple,Maemmaeya,,Major
9/15/2018,UNI.T,Begin with the end,끝을 아는 시작,Minor
9/10/2018,Oh My Girl,Remember Me,불꽃놀이,Major
9/9/2018,Berry Good,Mellow Mellow,,Minor
9/6/2018,Lipbubble,Yellow Pink,,Major
9/5/2018,GWSN,Puzzle Moon,퍼즐문,Major
9/5/2018,Girls' Generation-Oh!GG,Lil' Touch,몰랐니,Major
9/5/2018,Kitten Girls,U Me Us,,Major
8/30/2018,We Girls,On Air,,Major
8/29/2018,Tropical,Mwah,므아,Major
8/28/2018,Camila,Red Lips,레드립스,Major
8/27/2018,Alike,Summer Love,썸머러브,Major
8/23/2018,Sha Sha,What The Heck,,Major
8/20/2018,LOONA,Hi High,,Major
8/20/2018,DIA,Take Me,데리러 와,Minor
8/20/2018,DIA,Sweet Dream,,Minor
8/20/2018,DIA,Blue Day,,Minor
8/17/2018,The Singing Girls,Maybe Maybe,메이비 메이비,Major
8/16/2018,TWICE,BDZ,,Japanese
8/16/2018,Berry Good,Green Apple,풋사과,Major
8/14/2018,(G)I-DLE,Hann,한(一),Major
8/11/2018,Brave Girls,Rollin' (New ver.),롤린,Major
8/9/2018,DIA,WooWoo,우우,Major
8/9/2018,Cherry On Top,Hi Five,,Major
8/7/2018,LOONA,Favorite,,Major
8/6/2018,Red Velvet,Power Up,파워업,Major
8/3/2018,Nature,Allegro Cantabile,너의 곁으로,Major
8/1/2018,Dreamcatcher,Mayday,,Minor
7/31/2018,SixBomb,Hiccup Hiccup,,Major
7/27/2018,Laboum,Between Us,체온,Major
7/25/2018,Airisu,Oppa,오빠,Major
7/22/2018,ELRIS,Lovely,챙겨주고 싶어,Minor
7/19/2018,GFRIEND,Sunny Summer,여름여름해,Major
7/18/2018,Saturday,MMook JJi BBa,묵찌빠,Major
7/17/2018,Yellow Bee,If You Love Me,티날까봐,Major
7/16/2018,Mamamoo,Egotistic,너나 해,Major
7/15/2018,Heygirls,Nog Yeojwo,녹여줘,Major
7/13/2018,Wable,Ending Song,그대 오늘하루도,Major
7/13/2018,Mamamoo,Sky Sky,하늘하늘,Minor
7/10/2018,Gugudan Semina,Semina,샘이나,Major
7/9/2018,Twice,Dance The Night Away,,Major
7/4/2018,Favorite,Heart Signal,하트시그널,Minor
7/2/2018,Apink,I'm So Sick,1도 없어,Major
7/2/2018,Baba,Oh! My God!,세상에 이런 일이,Major
6/30/2018,Lovelyz,Wag-zak,여름 한 조각,Major
6/29/2018,Melody Day,Restless,잠은 안 오고,Major
6/28/2018,Elris,Summer Dream,,Major
6/26/2018,Momoland,Baam,배앰,Major
6/26/2018,Neon Punch,Moonlight,,Major
6/22/2018,ABRY,Strike,파업선언,Major
6/21/2018,Red Velvet,#Cookie Jar,,Japanese
6/15/2018,Blackpink,Ddu Du Ddu Du,뚜두뚜두,Major
6/14/2018,Twice,I Want You Back,,Japanese
6/11/2018,Busters,Grapes,포도포도해,Major
6/10/2018,Girlkind,S.O.R.R.Y,,Major
6/8/2018,Sixth Sense,Don't Go,,Minor
6/5/2018,fromis_9,DKDK,두근두근,Major
6/1/2018,WJMK,Strong,짜릿하게,Major
6/1/2018,YPDA,Be Pretty,예뻐지다,Major
5/30/2018,LOONA YYXY,Love4eva (feat. Grimes),,Major
5/28/2018,AOA,Bingle Bangle,빙글뱅글,Major
5/28/2018,PRISTIN V,Get It,네 멋대로,Major
5/28/2018,Bolbbalgan4,Wind,바람사람,Major
5/28/2018,Marmello,The moment of glory,승리의 순간,Minor
5/25/2018,Prism,Chok,촉,Major
5/24/2018,Bolbbalgan4,Travel,여행,Major
5/24/2018,Bolbbalgan4,Starlight,야경,Minor
5/23/2018,KHAN,I'm Your Girl?,아임 유어 걸?,Major
5/21/2018,EXID,How Why,하우와이,Minor
5/18/2018,UNI.T,No More,넘어,Major
5/18/2018,Girls' Alert,Daddy Long Legs,키다리 아저씨,Major
5/17/2018,Heygirls,Follow Me,팔로우해봐,Major
5/10/2018,Marmello,Moonlight,문라이트,Major
5/10/2018,Dreamcatcher,You and I,유앤아이,Major
5/9/2018,Favorite,Where Are You From?,어느 별에서 왔니?,Major
5/6/2018,GFRIEND,Me Gustas Tu,今日から私たちは,Japanese
5/2/2018,(G)I-DLE,LATATA,라타타,Major
5/2/2018,GBB,Kemi,케미,Major
5/1/2018,Hi Cutie,8th Grade Syndrome,중2병,Major
5/1/2018,ii,I'm Already You,난 이미 너야,Major
4/30/2018,GFRIEND,Time for the moon night,밤,Major
4/27/2018,Berry Good Heart Heart,"Crazy, Gone Crazy",난리가 난리가 났네,Major
4/24/2018,Twice,Wake Me Up,웩미업,Japanese
4/23/2018,Lovelyz,That Day,그날의 너,Major
4/19/2018,Apink,Miracle,기적 같은 이야기,Special
4/18/2018,Highteen,Timing,타이밍,Major
4/15/2018,Momoland,Bboom Bbbom (Japanese),,Japanese
4/15/2018,H.U.B,When A Blossom Day Of Cherry Blossom,벚꽃피는날에,Major
4/12/2018,Baby Boo,Kiss Me,키스미,Major
4/9/2018,Twice,What Is Love?,웟이즈러브,Major
4/7/2018,Girlkind,Broccoli,브로콜리,Minor
4/5/2018,Badkiz,Just One Day,딱 하루,Major
4/3/2018,CLC,Distance,선,Minor
4/2/2018,Oh My Girl Banhana,Banana Allergy Monkey,바나나 알러지 원숭이,Major
4/2/2018,EXID,Lady,내일해,Major
4/1/2018,Gavy NJ,People Said Break It Up,헤어지래요,Major
3/30/2018,Mamamoo,Everyday,매일봐요,Minor
3/29/2018,LOONA,Egoist (Olivia Hye feat. Jinsoul),이고이스트,Major
3/21/2018,Honey Popcorn,Bibidi Babidi Boo,비비디바비디부,Major
3/17/2018,Tweety,Bad Boy,배드 보이,Major
3/12/2018,Bubble X,Follow,팔로우,Major
3/12/2018,APRIL,The Blue Bird,파랑새,Major
3/8/2018,Marmello,Wake Me Up,웩미업,Major
3/7/2018,Mamamoo,Starry Night,별이 빛나는 밤,Major
3/7/2018,ZZBae,Yoo Hoo Hoo~,유후후~,Major
3/6/2018,Mamamoo,Star Wind Flower Sun,별 바람 꽃 태양,Minor
3/2/2018,AZM,Edge,엣지,Major
2/28/2018,Red Velvet,I Just,아이 저스트,Minor
2/27/2018,Sha Sha,You & Me,너와나,Major
2/27/2018,WJSN,Dreams Come True,꿈꾸는 마음으로,Major
2/23/2018,I.C.E,Shameless,뻔뻔해,Major
2/22/2018,CLC,Black Dress,블랙드레스,Major
2/21/2018,Weki Meki,La La La,라라라,Major
2/7/2018,"Naeun, Jinsol (APRIL)",My Story,내 이야기,Minor
2/6/2018,CoCoSoRi,Mi Amor,미아모르,Major
2/1/2018,Davichi,Just The Two Of Us,우리 둘,Major
2/1/2018,gugudan,The Boots,더 부츠,Major
1/29/2018,LOONA,One&Only (GoWon),원 앤 온리,Major
1/29/2018,Red Velvet,Bad Boy,배드보이,Major
1/25/2018,Davichi,Days Without You,너 없는 시간들,Major
1/24/2018,fromis_9,To Heart,투하트,Major
1/16/2018,Girlkind,FANCI,팬시,Major
1/14/2018,Various,Shadow,,Major
1/11/2018,Weki Meki,Butterfly,,CF
1/11/2018,Twice,Candy Pop,캔디팝,Japanese
1/9/2018,Oh My Girl,Secret Garden,비밀정원,Major
1/5/2018,Hint,Walkie Talkie,워키토키,Major
1/4/2018,Live High,Yes,예스,Major
1/4/2018,Mamamoo,Paint Me,칠해줘,Minor
1/3/2018,Momoland,BBoom BBoom,뿜뿜,Major
12/28/2017,LOONA,Heart Attack (Chuu),하트 어택,Major
12/25/2017,1NB,"Winter, again",다시겨울,Minor
12/22/2017,Twice,Merry & Happy,,Minor
12/17/2017,Laysha,Pink Label,핑크라벨,Minor
12/17/2017,Sha Sha,White Story,,Minor
12/12/2017,Twice,Heart Shaker,하트 쉐이커,Major
11/29/2017,1NB,Where U at,쉽지않아,Minor
11/29/2017,fromis_9,Glass Shoes,유리구두,Minor
11/28/2017,LOONA,new (Yves),뉴,Major
11/26/2017,Busters,Dream On,내꿈꿔,Major
11/26/2017,Busters,La La La,랄랄라,Minor
11/22/2017,Blah Blah,Good Job,참 잘했어요,Major
11/21/2017,ZZBae,Stress,스트레스,Major
11/19/2017,Heygirls,No (No One But You),너 아니면,Major
11/17/2017,Red Velvet,Peek-A-Boo,피카부,Major
11/14/2017,Lovelyz,Twinkle,종소리,Major
11/8/2017,gugudan,Chococo,초코코,Major
11/7/2017,EXID,DDD,덜덜덜,Major
11/6/2017,Sonamoo,I (knew it),아이,Major
11/6/2017,Mamamoo,I Love Too,놓지않을게,Minor
11/5/2017,GeeGu,Chemical,케미컬,Major
11/4/2017,Icia,Sad Heel,새드힐,Major
10/31/2017,LOONA Odd Eye Circle,Sweet Crazy Love,스윗 크레이지 러브,Major
10/30/2017,Twice,Likey,라이키,Major
10/29/2017,Gavy NJ,You Said You Were Happy,행복하댔잖아,Major
10/28/2017,Playback,Want You To Say,말해줘,Major
10/27/2017,Apink,Orion,오리온,Japanese
10/22/2017,Marmello,Can't Stop,,Major
10/12/2017,DIA,Good Night,굿밤,Major
10/11/2017,Hi Cutie,Play U,플레이유,Major
10/11/2017,Davichi,To Me,나에게 넌,Major
10/10/2017,HashTag,Hue,ㅇㅇ,Major
10/5/2017,Twice,One More Time,원 모어 타임,Japanese
9/28/2017,Bolbbalgan4,Some,썸 탈꺼야,Major
9/28/2017,Bolbbalgan4,Fix Me,고쳐주세요,Major
9/28/2017,Bolbbalgan4,Imagine,상상,Major
9/28/2017,A-seed,It's Crazy,미치겠지,Minor
9/28/2017,Bolbbalgan4,Blue,블루,Minor
9/20/2017,LOONA Odd Eye Circle,Girl Front,걸 프론트,Major
9/20/2017,APRIL,Take My Hand,손을 잡아줘,Major
9/19/2017,Rania,Breathe Heavy,브리드헤비,Minor
9/13/2017,GFRIEND,Summer Rain,여름비,Major
9/12/2017,ELRIS,Pow Pow,파우파우,Major
9/4/2017,The Singing Girls,I Like,좋아요,Major
8/31/2017,A.De,Laputa (Kiss In The Sky),라퓨타,Major
8/30/2017,Good Day,Rolly,롤리,Major
8/28/2017,Flashe,Popping,팝핑,Major
8/27/2017,Rania,Beep Beep Beep,빕빕빕,Major
8/25/2017,S.I.S,I've Got A Feeling,느낌이 와,Major
8/25/2017,Highteen,Would You,우주,Minor
8/23/2017,Pristin,We Like,위 라이크,Major
8/22/2017,Momoland,Freeze,꼼짝마,Major
8/22/2017,DIA,Can't Stop,듣고싶어,Major
8/18/2017,Red Velvet,Rebirth,환생,Minor
8/14/2017,Sonamoo,Friday Night,금요일밤,Major
8/11/2017,Gugudan OGUOGU,ICE CHU,아이스츄,Major
8/8/2017,Weki Meki,I Don't Like Your Girlfriend,아이 돈 라이크 유어 걸프렌드,Major
8/4/2017,Girls' Generation,Holiday,홀리데이,Major
8/4/2017,Girls' Generation,All Night,올나이트,Major
8/3/2017,CLC,Where Are You?,어디야,Major
8/3/2017,9MUSES,Love City,러브시티,Major
8/1/2017,GFRIEND,Love Whisper,귀를 기울이면,Major
8/1/2017,Apple.B,Woochuchu,우쭈쭈,Major
7/28/2017,LOONA,Love Cherry Motion (Choerry),러브 체리 모션,Major
7/27/2017,Dreamcatcher,Fly High,날아올라,Major
7/26/2017,P.O.P,Catch You,애타게 겟 하게,Major
7/26/2017,ELRIS,My Star,나의 별,Minor
7/25/2017,LABOUM,Only U,두바둡,Major
7/23/2017,Live High,Kung Dari Sha Bah Rah,꿍따리 샤바라,Major
7/23/2017,CASHCOMA,CASHCOMA,캐시코마,Minor
7/14/2017,WJSN,Kiss Me,키스 미,Minor
7/12/2017,Limesoda,Z Z Z feat. MC GREE,지지지,Major
7/11/2017,Wable,Mallang Mallang,말랑말랑,Major
7/8/2017,Red Velvet,Red Flavor,빨간 맛,Major
7/7/2017,Badkiz,Give It To Me,기브 잇 투미,Major
7/6/2017,Apink,Motto GO!GO!,もっとGO!GO!,Japanese
7/6/2017,PPL,Shoot U,슛유,Major
7/6/2017,LOONA 1/3,Rain 51db,비의 목소리 51db,Minor
7/4/2017,Favorite,Party Time,파티 타임,Major
6/27/2017,Stellar,Archangels of the Sephiroth,세피로트의 나무,Major
6/26/2017,Apink,Five,파이브,Major
6/26/2017,LOONA,Singing In The Rain (JinSoul),싱잉 인 더 레인,Major
6/22/2017,Mamamoo,Yes I Am,나로 말할 것 같으면,Major
6/22/2017,BLACKPINK,As If It's Your Last,마지막처럼,Major
6/22/2017,Mamamoo,AZE GAG,아재개그,Minor
6/19/2017,9MUSES,Remember,기억해,Major
6/14/2017,T-ara,What's my name?,내 이름은,Major
6/14/2017,Girls Next Door,Deep Blue Eyes,딥블루아이즈,Special
6/13/2017,Bolbbalgan4,We Loved (with 20 Years of Age),남이 될 수 있을까,Minor
6/7/2017,WJSN,Happy,해피,Major
6/4/2017,ELRIS,You and I,너와 나,Minor
6/3/2017,S.E.T,Nalari,날라리,Major
6/1/2017,ELRIS,"We, First",우리 처음,Major
6/1/2017,G-reyish,Johnny GoGo,쟈니고고,Major
5/31/2017,SISTAR,Lonely,론리,Major
5/30/2017,Rubber Soul,Love Is,러브 이즈,Major
5/29/2017,APRIL,Mayday,메이데이,Major
5/29/2017,APRIL,Lovesick,따끔,Minor
5/24/2017,Girls' Alert,Dream Girls,소녀지몽,Major
5/24/2017,Tweety,Party,,Minor
5/23/2017,LOONA,Eclipse (Kim Lip),이클립스,Major
5/23/2017,Marmello,Puppet,,Major
5/15/2017,Twice,Signal,시그널,Major
5/12/2017,Unnies,Right?,맞지?,Special
5/2/2017,Lovelyz,"Now, we","지금, 우리",Major
4/27/2017,LOONA 1/3,Sonatine,알 수 없는 비밀,Minor
4/26/2017,Momoland,Wonderful Love,어마어마해,Major
4/20/2017,Bonus Baby,If I Become An Adult,어른이 된다면,Major
4/20/2017,A-seed,Shake It,흔들어,Major
4/20/2017,Hint,Tang Tang Tang,탕탕탕,Major
4/18/2017,DIA,Will You Go Out With Me,나랑 사귈래,Major
4/18/2017,Apink,Always,얼웨이즈,Minor
4/16/2017,Berry Good,BibbidiBobbidiBoo,비비디바비디부,Major
4/16/2017,LABOUM,Hwi Hwi,휘휘,Major
4/16/2017,LOONA,Everyday I Love You (Vivi),에브리데이 아이 러브 유,Minor
4/13/2017,Wassup,Color TV,컬러 티비,Major
4/10/2017,EXID,Night Rather Than Day,낮보다는 밤,Major
4/5/2017,Dreamcatcher,Good Night,굿나잇,Major
4/3/2017,Oh My Girl,Coloring Book,컬러링북,Major
3/30/2017,Red Velvet,Would U,우드유,Minor
3/27/2017,Girl's Day,I'll Be Yours,아윌비유얼즈,Major
3/21/2017,Apink,Bye Bye,바이 바이,Japanese
3/21/2017,Pristin,Wee Woo,위우,Major
3/20/2017,LOONA 1/3,You and Me Together,유 앤 미 투게더,Minor
3/16/2017,Baba,Funky Music,펑키뮤직,Major
3/13/2017,LOONA 1/3,Love&Live,"지금, 좋아해",Major
3/7/2017,Brave Girls,Rollin',롤린,Major
3/6/2017,GFRIEND,Fingertip,핑거팁,Major
2/27/2017,gugudan,A Girl Like Me,나 같은 애,Major
2/26/2017,Lovelyz,WoW!,와우,Major
2/22/2017,Gavy NJ,An Obvious Melo,뻔한 멜로,Major
2/20/2017,Twice,Knock Knock,낙낙,Major
2/15/2017,MelodyDay,Kiss On The Lips,키스 온 더 립스,Major
2/14/2017,Various,Barbie Girl,바비걸,Major
2/9/2017,Sunny Hill,Crossroads,두 갈래 길,Major
2/5/2017,1NB,Stalker,스토커,Major
2/1/2017,Red Velvet,Rookie,루키,Major
2/1/2017,Rubber Soul,Freedom,프리덤,Major
1/25/2017,MelodyDay,You Seem Busy feat. Ilhoon,바빠 보여요,Minor
1/20/2017,2NE1,Goodbye,안녕,Minor
1/19/2017,"Luna, Hani, Solar",Honey Bee,허니 비,Special
1/18/2017,I.O.I,Downpour,소나기,Minor
1/17/2017,CLC,Hobgoblin,도깨비,Major
1/16/2017,LOONA,Kiss Later (Yeojin),키스는 다음에,Major
1/16/2017,Laysha,Party Tonight,,Minor
1/13/2017,Dreamcatcher,Chase Me,체이스 미,Major
1/11/2017,Hello Venus,Mysterious,미스테리어스,Major
1/11/2017,Year 7 Class 1,Please Remember Me,나를 기억해주세요,Major
1/9/2017,Sonamoo,I Think I Love U,나 너 좋아해?,Major
1/5/2017,Mixx,Love Is A Sudden,사랑은 갑자기,Major
1/4/2017,APRIL,April Story,봄의 나라 이야기,Major
1/4/2017,WJSN,I Wish,너에게 닿기를,Major
1/2/2017,AOA,Excuse Me,익스큐즈 미,Major
1/2/2017,AOA,Bing Bing,빙빙,Major
1/2/2017,S.E.S,Paradise,한 폭의 그림,Major
1/1/2017,Bonus Baby,Urikiri,우리끼리,Major
1/1/2017,S.E.S,Remember,리멤버,Minor
12/29/2016,BP Rania,Start A Fire,화재를 일으키다,Major
12/29/2016,Rania,Start A Fire,스타트 어 파이어,Major
12/29/2016,S.E.S,Love Story,,Minor
12/20/2016,Bolbbalgan4,Tell Me You Love Me,좋다고 말해,Major
12/14/2016,LOONA,Let Me In (Haseul),"소년, 소녀 (하슬)",Major
12/14/2016,LOONA,"The Carol (Heejin, Hyunjin, Haseul)","더 캐롤 (희진, 현진, 하슬)",Major
12/14/2016,Apink,Cause you're my star,별의 별,Minor
12/14/2016,Apink,Cause you're my star,별의 별,Minor
12/5/2016,Hey Miss,Number 1,넘버원,Major
12/1/2016,LABOUM,Winter Story,겨울동화,Major
11/29/2016,AOA,WOW WAR TONIGHT,時には起こせよムーヴメント,Japanese
11/28/2016,Oh My Girl,White,화이트,Minor
11/23/2016,H.U.B,The Time We Spent Together,우리가 함께한 시간,Major
11/23/2016,Mamamoo,Draw & Draw & Draw,그리고 그리고 그려봐,Minor
11/22/2016,Badkiz,Ear Attack 2,귓방망이 2,Major
11/21/2016,SISTAR,One More Day (prod. Giorgio Moroder),원 모어 데이,Minor
11/16/2016,LOONA,Around You (Hyunjin),다녀가요 (현진),Major
11/16/2016,LOONA,"I'll Be There (Heejin, Hyunjin)","(희진, 현진)",Major
11/15/2016,Blity,Pit-A-Pat,두근두근,
11/10/2016,Bolbbalgan4,Hard To Love,나만 안되는 연애,Major
11/9/2016,Momoland,JJan! Koong! Kwang!,짠쿵쾅,Major
11/9/2016,T-ara,TIAMO,띠아모,Major
11/7/2016,Mamamoo,Décalcomanie,데칼코마니,Major
11/2/2016,Wable,Wind Petals,바람 그리고 (꽃잎 이야기),Major
10/31/2016,BLACKPINK,PLAYING WITH FIRE,불장난,Major
10/31/2016,BLACKPINK,STAY,머무르다,Major
10/31/2016,Berry Good,Don't Believe,안 믿을래,Major
10/23/2016,Twice,TT,티티,Major
10/20/2016,Bulldok,Why Not,어때요,Major
10/18/2016,A.DE,Good Time,굿 타임,Major
10/18/2016,Matilda,You Bad! Don't Make Me Cry,넌 Bad 날 울리지마,Major
10/16/2016,I.O.I,Very Very Very,너무너무너무,Major
10/14/2016,Davichi,Love Is,받는 사랑이 주는 사랑에게,Major
10/13/2016,Highteen,Boom Boom Clap,붐붐 클랩,Major
10/13/2016,Davichi,Beside Me,내 옆에 그대인 걸,Major
10/12/2016,Ladies' Code,The Rain,더 레인,Major
10/10/2016,Girls Girls,Juicy Secret,쥬시시크릿,Major
10/4/2016,LOONA,ViViD (Heejin),비비드 (희진),Major
9/28/2016,Dal Shabet,FRI.SAT.SUN,금토일,Major
9/28/2016,101,Don't Give Up,,Special
9/25/2016,Apink,Only One,내가 설렐 수 있게,Major
9/25/2016,Crayon Pop,Doo Doom Chit,두둠칫,Major
9/20/2016,Mamamoo,New York,뉴욕,Minor
9/13/2016,DIA,This Love,더럽,Minor
9/12/2016,DIA,Mr. Potter,미스터포터,Major
9/6/2016,Red Velvet,Russian Roulette,러시안 룰렛,Major
8/31/2016,Brave Girls,Yoo-hoo,유후 (우린 아직 여름),Major
8/30/2016,Sunny Hill,On The Way Home,집으로 가는 길,Major
8/30/2016,Mamamoo,Angel,,Minor
8/30/2016,Mamamoo,Dab Dab,,Minor
8/28/2016,Bolbbalgan4,Galaxy,우주를 줄게,Major
8/24/2016,Spica,Secret Time,시크릿 타임,Major
8/22/2016,LABOUM,Shooting Love,푱푱,Major
8/22/2016,Two X,Over,꽂혀,Major
8/21/2016,Bambino,Moonlight Shower,달빛샤워,Major
8/18/2016,I.B.I,MOLAE MOLAE,몰래몰래,Major
8/16/2016,WJSN,Secret,비밀이야,Major
8/16/2016,Dorothy,Purple Lips,퍼플립스,Major
8/15/2016,Badkiz,Hothae,핫해,Major
8/9/2016,Dimepiece,Go Back Jump,고백점프,Minor
8/8/2016,I.O.I,Whatta Man (Good man),와타맨,Major
8/8/2016,BLACKPINK,WHISTLE,휘파람,Major
8/8/2016,BLACKPINK,BOOMBAYAH,붐바야,Major
8/3/2016,9MUSES A,Lip 2 Lip,입술에 입술,Major
8/3/2016,A-Daily,Chu,츄,Major
7/31/2016,Oh My Girl,Listen to my word (A-ing),내 얘길 들어봐,Major
7/29/2016,D.Holic,Color Me Rad,컬러 미 래드,Major
7/27/2016,Tweety,Sea,바다야,Major
7/23/2016,Apink,Summer Time,サマータイム！,Japanese
7/21/2016,f(x),All Mine,올 마인,Minor
7/19/2016,Gavy NJ,Shubirubirub,슈비루비룹,Major
7/19/2016,Laysha,Chocolate Cream,초콜릿 크림,Minor
7/18/2016,Stellar,Crying,펑펑울었어,Major
7/17/2016,Hello Venus,Paradise,파라다이스,Minor
7/15/2016,Lime,Take It Slow,서두르지마,Major
7/9/2016,Unnies,Shut Up,,Special
7/7/2016,CIVA,Why,왜 불러,Major
7/7/2016,Matilda,Summer Again,썸머 어게인,Major
7/6/2016,Girl's Day,Ring My Bell,링마벨,Major
6/30/2016,MelodyDay,Color,깔로,Major
6/29/2016,Wonder Girls,Why So Lonely,와이 쏘 론리,Major
6/28/2016,Sonamoo,I Like You Too Much,넘나 좋은 것,Major
6/27/2016,gugudan,Wonderland,원더랜드,Major
6/27/2016,Wanna.B,Why,왜요,Major
6/26/2016,Brave Girls,High Heels,하이힐,Major
6/26/2016,Pledis Girlz,We,위,Major
6/22/2016,A.DE,Strawberry,스트로베리,Major
6/20/2016,SISTAR,I Like That,아이 라이크 댓,Major
6/19/2016,As One,The Pain I Caused,아픈건 좀 어때,Major
6/14/2016,DIA,On The Road,그 길에서,Major
6/10/2016,GFRIEND,Navillera,너 그리고 나,Major
5/31/2016,EXID,L.I.E,엘라이,Major
5/30/2016,Fiestar,Apple Pie,애플파이,Major
5/29/2016,CLC,No Oh Oh,아니야,Major
5/25/2016,Oh My Girl,Windy Day,윈디데이,Major
5/23/2016,Tahiti,The Secret,알쏭달쏭,Major
5/16/2016,Agirls,UHOO,유후,Major
5/15/2016,AOA,Good Luck,굿럭,Major
5/12/2016,Live High,Happy Song,해피송,Major
5/9/2016,Icia,Time Bomb,타임밤,Major
5/9/2016,Hello Venus,Glow,빛이 내리면,Minor
5/8/2016,I.C.E,We Are Not Compatible,내가 아까워,Major
5/3/2016,I.O.I,Dream Girls,드림걸스,Major
5/2/2016,Mixx,Oh Ma Mind,오 마 마인드,Major
4/28/2016,CoCoSoRi,exquisite!,절묘해,Major
4/28/2016,Various,U,너만을 원해,Major
4/26/2016,APRIL,Tinkerbell,팅커벨,Major
4/24/2016,Twice,Cheer Up,치어업,Major
4/24/2016,Lovelyz,Destiny,나의 지구,Major
4/24/2016,Bolbbalgan4,Fight Day,싸운날,Major
4/19/2016,AOA,Give Me the Love,愛をちょうだい,Japanese
4/19/2016,Berry Good,Angel,앤젤,Major
4/18/2016,Apink,The Wave,네가 손짓해주면,Minor
4/11/2016,I.O.I,Crush,크러쉬,Minor
4/5/2016,LABOUM,Journey to Atlantis,상상더하기,Major
4/3/2016,Mamamoo,Woo Hoo,기대해도 좋은 날,OST
3/27/2016,Oh My Girl,LIAR LIAR,라이어 라이어,Major
3/27/2016,Girls Girls,Girls Girls,여자여자,Major
3/24/2016,Lip Service,Hello,이슬만먹고살아,Major
3/16/2016,Red Velvet,One of These Nights,7월 7일,Major
3/14/2016,Holics,U Lie,,Minor
3/14/2016,Holics,Our Story,우리들 이야기,Minor
3/9/2016,WJSN,Catch Me,캐치미,Minor
3/8/2016,Fiestar,Mirror,미러,Major
3/8/2016,Miss S,Don't Speak Without Soul,영혼없이 말하지마,Major
2/29/2016,CLC,High Heels,페페,Major
2/28/2016,Mamamoo,My Recipe,나만의레시피,Minor
2/25/2016,Bloomy,Because Of You,너 때문이야,
2/25/2016,Mamamoo,You're The Best,넌 is 뭔들,Major
2/24/2016,Apink,Brand New Days,,Japanese
2/24/2016,WJSN,Mo Mo Mo,모모모,Major
2/23/2016,Ladies' Code,Galaxy,갤럭시,Major
2/22/2016,4Ten,Severely,지독하게,Major
2/17/2016,Wable,I Want To Fall In Love,연애하고 싶다,Major
2/15/2016,Brave Girls,Deepened,변했어,Major
2/14/2016,Rainbow,Whoo,우,Major
2/11/2016,AOA CREAM,I'm Jelly Baby,질투 나요 BABY,Major
2/11/2016,Mamamoo,Taller Than You,1cm의 자존심,Minor
2/4/2016,Mamamoo,My Hometown,고향이,Minor
1/31/2016,4Minute,Hate,싫어,Major
1/26/2016,SUS4,Pick Me Up,,Major
1/25/2016,A.SOME,Temptress,템트리스,Major
1/24/2016,GFRIEND,Rough,시간을 달려서,Major
1/21/2016,Bubble X,Monologue,혼잣말,Minor
1/21/2016,Bubble X,Hit It,히릿,Minor
1/18/2016,KARA,French kiss,フレンチキス,Japanese
1/17/2016,Stellar,Sting,찔려,Major
1/6/2016,Flashe,Lip Bomb,립밤,Major
1/4/2016,Dal Shabet,Someone Like U,너 같은,Major
1/4/2016,CoCoSoRi,Dark Circle,다크서클,Major
12/20/2015,APRIL,Snowman,스노우맨,Major
12/6/2015,Lovelyz,For You,그대에게,Major
12/3/2015,Girls' Generation-TTS,Dear Santa (English ver.),,English
12/3/2015,Girls' Generation-TTS,Dear Santa,,Major
12/1/2015,LABOUM,AALOW AALOW,아로아로,Major
11/25/2015,I.C.E,Over U,,Major
